,index,start,end,transcription,source,lang,full_path_infile,full_path_outfile,log_file_name
1706,1706,3890.207,3894.859,"Pyeңg-yuda ңobth mǣ aniq ңobth mǣwi pyeңg-yuta myuq wadaaqnaqta mǣyda, ",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1706.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1706.log
1707,1707,3895.377,3896.523,tadtikaad urabida. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1707.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1707.log
1708,1708,3896.887,3904.12,Nyerdyenadoh tǣnako urko tadtikaad poңga urko tadtikaad yat amgǣriq urkoq ңǣbtoq ңodh ңoka urkoqnaq urada. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1708.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1708.log
1709,1709,3904.685,3906.204,Tadaw nyaanda maqniwq tiki mi:,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1709.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1709.log
1710,1710,3906.592,3909.59,“Syancyokuni ǣwakuni lǣtambanq manʹ poyorcʹ andadmh.q,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1710.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1710.log
1711,1711,3910.249,3912.374,Pida poyorcʹ aya aniq ǣwanyawa aniq. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1711.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1711.log
1712,1712,3912.985,3917.669,"Tiki nyada aniq tiki mi wandakomda nǣda aniq ǣwakuda syancyokuda malh ңam-yada, ",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1712.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1712.log
1713,1713,3917.989,3919.504,takad ңanih ңobnyah mǣda. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1713.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1713.log
1714,1714,3920.074,3926.015,Pida poyorcʹ tad to aniq wandakocyamda tad nǣda aniq wandakoda tyersi ǣwakuda syancyokuda yaңguq. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1714.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1714.log
1715,1715,3927.375,3930.554, Ta maqniwq tyuku ǣwa ǣwakuni syancyokuni anyana anasyad?  ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1715.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1715.log
1716,1716,3931.156,3933.583,  maqniwq oqryeqyaq tosʹ aniq oqryeqyaq ңam-ydasʹ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1716.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1716.log
1717,1717,3934.46,3935.562, Tiki oqryeqǣ anyana aya? ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1717.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1717.log
1718,1718,3935.562,3937.727, Tiki oqryeqǣr maqniwq taki pidaramh maniyer? ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1718.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1718.log
1719,1719,3937.727,3938.537,pǣdaranh ayasʹ. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1719.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1719.log
1720,1720,3940.027,3942.056, A maqniwq tiki pǣdarar anyana aya? ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1720.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1720.log
1721,1721,3942.529000000001,3944.667, Tiki pǣdarar maqniwq ǣǣh tu paradadasʹ. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1721.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1721.log
1722,1722,3945.255,3946.652, Tiki ǣǣh tu anyana aya? ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1722.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1722.log
1723,1723,3947.205,3948.4, ǣǣh saryo abtadasʹ. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1723.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1723.log
1724,1724,3949.642,3951.154000000001, Tiki ǣǣh saryo anyana aya? ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1724.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1724.log
1725,1725,3951.666,3952.735,  Yah ңilh podasʹ.  ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1725.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1725.log
1726,1726,3953.956,3955.316, Tiki yar anyana aya? ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1726.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1726.log
1727,1727,3955.776,3957.588, Manǣmanyepǣ  yutladasʹ. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1727.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1727.log
1728,1728,3958.458,3959.872, Tiki manyepǣr anyana aya? ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1728.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1728.log
1729,1729,3960.269,3963.151, Maqniwq sidya abi toңaancʹ yutnabcyandih pǣңǣ anadincʹ. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1729.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1729.log
1730,1730,3965.108,3965.863, obcokoq. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1730.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1730.log
1731,1731,3966.228,3966.918, obcokoq. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1731.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1731.log
1732,1732,3967.577,3969.498,Manʹ obcow maqniwq ңamdyoqmada paridye. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1732.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1732.log
1733,1733,3969.727,3970.289,Tiki amgǣ? ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1733.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1733.log
1734,1734,3972.247,3973.381, Tiki tiq tobaq. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1734.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1734.log
1735,1735,3974.211,3976.045," Niңǣ, pǣ yedh ңamdyoqmyaq. ",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1735.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1735.log
1736,1736,3976.5,3977.893, pǣ yedh ңamdyoqmyaq.  ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1736.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1736.log
1737,1737,3978.532,3981.825, Manʹ obcow maqniwq sidya syurambadah uyumgart nyamda ni nyertyembyuq.  ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1737.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1737.log
1738,1738,3985.145,3986.124,Tiki amgǣ? ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1738.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1738.log
1739,1739,3987.493,3993.442, [nyeracbortʃiwo],Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1739.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1739.log
1740,1740,3993.442,3999.214, Manʹ obcow maqniwq myattyuwandan ңǣbat ңobh myattyuq pinh ǣwandan ңǣbat ңobh pinh anʹq salikami yesʹmya. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1740.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1740.log
1741,1741,4000.776,4001.54, Myadh nyo? ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1741.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1741.log
1742,1742,4001.54,4002.741, Tiki nyoh padqmaq. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1742.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1742.log
1743,1743,4002.741,4004.024, Aa nyoh padqmaq. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1743.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1743.log
1744,1744,4007.83,4009.085," nyoh padqmaq, ңaaq. ",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1744.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1744.log
1745,1745,4011.343,4014.946, Manʹ obcow manqmaq sidya nyumda ңawlambadaanda lǣdǣrida ayowi,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1745.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1745.log
1746,1746,4017.499,4018.332, Tikar mi simci ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1746.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1746.log
1747,1747,4018.332,4019.24, Myadh ңuq? ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1747.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1747.log
1748,1748,4019.24,4022.288, Simci myadh myuy tiiyuda sidya ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1748.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1748.log
1749,1749,4022.288,4023.812,  A tiiyuda sidya. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1749.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1749.log
1750,1750,4023.812,4026.212, Tiiyuda nyuuda tikad mi. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1750.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1750.log
1751,1751,4027.537,4027.982, aaa.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1751.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1751.log
1752,1752,4029.988,4032.406, Manʹ obcow manqmaq puucyah piya alworta,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1752.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1752.log
1753,1753,4033.143,4033.749, Ңumb-ya. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1753.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1753.log
1754,1754,4033.753,4034.573, Ңumb-ya. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1754.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1754.log
1755,1755,0.904,2.64,təŋeɬqotna nenatwəqen.,A chatterbox and a wanton girl-0-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/A_chatterbox_and_a_wanton_girl-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1755.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1755.log
1756,1756,2.64,10.345,qoɬe itɣʔet qənwete ŋirʔe ŋewəsqetti eɬeretə natanat.,A chatterbox and a wanton girl-0-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/A_chatterbox_and_a_wanton_girl-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1756.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1756.log
1757,1757,11.159,14.27,qoɬ wetɣawŋawʔəm qoɬ kameɬɣəŋaw.,A chatterbox and a wanton girl-0-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/A_chatterbox_and_a_wanton_girl-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1757.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1757.log
1758,1758,17.233,19.82,ənkə iɬirəkə nantəŋŋonatʔəm.,A chatterbox and a wanton girl-0-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/A_chatterbox_and_a_wanton_girl-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1758.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1758.log
1759,1759,19.82,28.99,qorə qoɬetʔəɬoŋ ikwʔete ʔorawetɬʔat: eswera iɣət metsimɣʔunŋeʔete.,A chatterbox and a wanton girl-0-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/A_chatterbox_and_a_wanton_girl-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1759.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1759.log
1760,1760,20.32,23.221,etʔəm mənəɣətənat mənriwɬənet.,A chatterbox and a wanton girl-1-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/A_chatterbox_and_a_wanton_girl-1-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1760.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1760.log
1761,1761,18.14,22.18,kaɬʔajŋən nrzb janot ɣəm mqəmɬosetək.,An evil spirit and a dicky bird-1-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/An_evil_spirit_and_a_dicky_bird-1-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1761.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1761.log
1762,1762,13.259999999999998,16.42,pseqaɬɣən ikwʔi eɣe jewjew.,An evil spirit and a dicky bird-2-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/An_evil_spirit_and_a_dicky_bird-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1762.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1762.log
1763,1763,17.880000000000006,19.92,oonʔəɬɣəqaj pirinin.,An evil spirit and a dicky bird-2-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/An_evil_spirit_and_a_dicky_bird-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1763.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1763.log
1764,1764,20.19,22.590000000000003,enarkeənen ɣətkaɬɣəqaj.,An evil spirit and a dicky bird-2-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/An_evil_spirit_and_a_dicky_bird-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1764.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1764.log
1765,1765,12.049999999999995,14.870000000000005,pseqaɬɣəqaja ɣətkaɬɣən ɣenruɬtetɬin.,An evil spirit and a dicky bird-2-1.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/An_evil_spirit_and_a_dicky_bird-2-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1765.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1765.log
1766,1766,14.900000000000004,16.840000000000003,oonʔəɬɣən ɣetriɬɬin.,An evil spirit and a dicky bird-2-1.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/An_evil_spirit_and_a_dicky_bird-2-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1766.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1766.log
1767,1767,18.513000000000005,22.893,ew ii rəpet səpʔew.,An evil spirit and a dicky bird-2-1.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/An_evil_spirit_and_a_dicky_bird-2-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1767.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1767.log
1768,1768,0.0,2.359,qeɬoqʔəm emnuŋkə ɣəm ɣʔuretiɣəme.,Being a child-0-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/Being_a_child-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1768.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1768.log
1769,1769,2.375,5.882000000000001,ətɬʔatŋa emnuŋkə ɣe… ɣenaɣtoɬen o….,Being a child-0-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/Being_a_child-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1769.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1769.log
1770,1770,6.145,13.27,ətɬəɣət ətɬʔat ənqene nutewɣi i omrəkwətɣawət.,Being a child-0-0.mp4,ckt,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/ckt/Being_a_child-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1770.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1770.log
